deployment,failed,synced,earliest_ethereum_block_hash,earliest_ethereum_block_number,latest_ethereum_block_hash,latest_ethereum_block_number,entity_count,graft_base,graft_block_hash,graft_block_number,fatal_error,non_fatal_errors,health,reorg_count,current_reorg_depth,max_reorg_depth,last_healthy_ethereum_block_hash,last_healthy_ethereum_block_number,id,firehose_cursor
QmYzsCjrVwwXtdsNm3PZVNziLGmb9o513GUzkq5wwhgXDT,t,f,\x2d85584a24f97e5d97d370a30e9b6a1811a97e158c3d886a189a691cecc54230,7303698,\x34a6feee9987a06bfa15e5691d58e4b13234316889567178db725cbfcb3cb86c,12063620,4112,null,null,null,9bb8be524cb14ccb0ec2016a94f10ac0c8743c34bdc1d0a9f5ff3a8a6a019521,{},failed,0,0,0,null,null,82,null
